id_client,code_client,sexe,tranche_age,profession,secteur_activite,type_client,statut_client,date_adhesion
1388,CUST-0001388,F,36-45 ans,Pêcheur,Commerce,Physique,Actif,2024-06-24
1389,CUST-0001389,F,46-60 ans,Éleveur,Élevage,Moral,Actif,2017-08-24
1390,CUST-0001390,F,46-60 ans,Enseignant,Transport,Physique,Actif,2019-06-12
1391,CUST-0001391,F,36-45 ans,Étudiant,Technologie,Physique,Actif,2019-03-10
1392,CUST-0001392,M,26-35 ans,Vendeur,Services,Physique,Actif,2019-12-21
1393,CUST-0001393,F,36-45 ans,Vendeur,Informel,Moral,Actif,2024-01-05
1394,CUST-0001394,F,26-35 ans,Fonctionnaire,Commerce,Physique,Actif,2017-04-20
1395,CUST-0001395,M,46-60 ans,Restauratrice,Santé,Physique,En veille,2022-01-31
1396,CUST-0001396,M,60 ans et plus,Agent public,Restauration,Physique,Actif,2021-05-22
1397,CUST-0001397,M,60 ans et plus,Artisan,Technologie,Physique,Suspendu,2024-06-23
1398,CUST-0001398,F,46-60 ans,Chauffeur,Commerce,Physique,En veille,2023-01-16
1399,CUST-0001399,F,46-60 ans,Agent public,BTP,Physique,Actif,2021-02-01
1400,CUST-0001400,M,46-60 ans,Chauffeur,Artisanat,Physique,Actif,2018-05-31
1401,CUST-0001401,M,36-45 ans,Entrepreneur,Transport,Moral,Actif,2017-11-10
1402,CUST-0001402,F,18-25 ans,Fonctionnaire,Agriculture,Physique,Actif,2022-12-14
1403,CUST-0001403,M,46-60 ans,Mécanicien,Pêche,Physique,Actif,2017-08-22
1404,CUST-0001404,F,26-35 ans,Artisan,BTP,Physique,Actif,2023-03-02
1405,CUST-0001405,F,60 ans et plus,Vendeur,Administration,Moral,Actif,2023-04-27
1406,CUST-0001406,F,46-60 ans,Agriculteur,Santé,Association,Actif,2023-06-05
1407,CUST-0001407,M,60 ans et plus,Entrepreneur,Transport,Physique,Actif,2021-11-29
1408,CUST-0001408,F,60 ans et plus,Artisan,Santé,Physique,Actif,2018-06-11
1409,CUST-0001409,M,46-60 ans,Coiffeur,Éducation,Association,Actif,2019-06-07
1410,CUST-0001410,M,36-45 ans,Enseignant,Santé,Physique,Actif,2024-08-10
1411,CUST-0001411,F,36-45 ans,Ménagère,Élevage,Physique,Actif,2021-08-31
1412,CUST-0001412,M,46-60 ans,Médecin,Éducation,Physique,Actif,2024-02-10
1413,CUST-0001413,M,46-60 ans,Restauratrice,Pêche,Physique,Actif,2024-07-13
1414,CUST-0001414,M,26-35 ans,Artisan,Informel,Physique,Actif,2018-08-15
1415,CUST-0001415,F,26-35 ans,Tailleur,Services,Physique,Actif,2019-09-27
1416,CUST-0001416,F,60 ans et plus,Informaticien,Commerce,Physique,En veille,2018-02-23
1417,CUST-0001417,M,60 ans et plus,Artisan,Services,Physique,Actif,2021-03-13
1418,CUST-0001418,M,18-25 ans,Ménagère,Agriculture,Physique,En veille,2025-06-08
1419,CUST-0001419,F,46-60 ans,Commerçant,Services,Physique,Actif,2023-11-16
1420,CUST-0001420,F,36-45 ans,Enseignant,Élevage,Physique,Actif,2024-01-29
1421,CUST-0001421,F,46-60 ans,Commerçant,Administration,Physique,Actif,2022-06-23
1422,CUST-0001422,F,60 ans et plus,Étudiant,Agriculture,Association,Actif,2024-02-16
1423,CUST-0001423,M,46-60 ans,Éleveur,Commerce,Physique,Actif,2018-03-01
1424,CUST-0001424,F,60 ans et plus,Étudiant,Artisanat,Physique,Actif,2025-11-11
1425,CUST-0001425,F,46-60 ans,Tailleur,Élevage,Physique,Actif,2018-11-13
1426,CUST-0001426,F,60 ans et plus,Vendeur,Artisanat,Physique,En veille,2018-09-06
1427,CUST-0001427,F,60 ans et plus,Tailleur,Agriculture,Physique,Actif,2022-12-01
1428,CUST-0001428,M,60 ans et plus,Agent public,Informel,Association,Actif,2018-10-31
1429,CUST-0001429,F,36-45 ans,Agent public,Technologie,Physique,Actif,2023-11-29
1430,CUST-0001430,F,26-35 ans,Artisan,Restauration,Physique,Actif,2026-06-15
1431,CUST-0001431,M,26-35 ans,Tailleur,Pêche,Physique,Actif,2026-01-28
1432,CUST-0001432,F,60 ans et plus,Restauratrice,Éducation,Physique,Actif,2019-07-08
1433,CUST-0001433,F,60 ans et plus,Artisan,Santé,Moral,Actif,2026-02-20
1434,CUST-0001434,F,26-35 ans,Ménagère,Éducation,Physique,Actif,2020-09-26
1435,CUST-0001435,F,46-60 ans,Commerçant,Agriculture,Physique,Actif,2020-03-30
1436,CUST-0001436,F,46-60 ans,Pêcheur,Administration,Physique,Actif,2020-06-14
1437,CUST-0001437,F,60 ans et plus,Infirmier,Élevage,Physique,Actif,2019-08-21
1438,CUST-0001438,F,26-35 ans,Vendeur,Restauration,Physique,Actif,2017-07-30
1439,CUST-0001439,M,46-60 ans,Coiffeur,Administration,Association,Actif,2019-05-11
1440,CUST-0001440,M,36-45 ans,Commerçant,Distribution,Physique,Actif,2025-11-11
1441,CUST-0001441,M,26-35 ans,Agent public,Éducation,Physique,Actif,2019-03-14
1442,CUST-0001442,F,26-35 ans,Agent public,Administration,Physique,En veille,2018-06-23
1443,CUST-0001443,F,36-45 ans,Mécanicien,Services,Physique,Actif,2025-05-06
1444,CUST-0001444,M,18-25 ans,Informaticien,Distribution,Physique,Actif,2020-09-18
1445,CUST-0001445,F,46-60 ans,Infirmier,Transport,Association,Suspendu,2019-09-09
1446,CUST-0001446,M,26-35 ans,Mécanicien,Santé,Physique,Actif,2023-12-03
1447,CUST-0001447,M,26-35 ans,Vendeur,BTP,Physique,Actif,2017-05-20
1448,CUST-0001448,F,60 ans et plus,Médecin,Santé,Physique,Actif,2024-03-21
1449,CUST-0001449,F,46-60 ans,Entrepreneur,Informel,Physique,Actif,2022-01-26
1450,CUST-0001450,F,18-25 ans,Étudiant,Pêche,Physique,Actif,2021-11-03
1451,CUST-0001451,M,18-25 ans,Enseignant,Pêche,Physique,Actif,2021-11-02
1452,CUST-0001452,M,26-35 ans,Mécanicien,Commerce,Physique,Actif,2018-03-31
1453,CUST-0001453,F,18-25 ans,Fonctionnaire,Santé,Physique,Actif,2017-04-27
1454,CUST-0001454,F,46-60 ans,Commerçant,Éducation,Physique,Actif,2019-03-09
1455,CUST-0001455,M,36-45 ans,Infirmier,Distribution,Physique,Actif,2022-10-09
1456,CUST-0001456,M,46-60 ans,Informaticien,BTP,Moral,Actif,2017-07-14
1457,CUST-0001457,F,46-60 ans,Chauffeur,Transport,Physique,Actif,2025-03-06
1458,CUST-0001458,M,46-60 ans,Commerçant,Artisanat,Moral,Actif,2025-03-28
1459,CUST-0001459,F,46-60 ans,Artisan,Santé,Physique,Actif,2020-02-09
1460,CUST-0001460,M,36-45 ans,Restauratrice,Agriculture,Physique,Actif,2025-04-05
1461,CUST-0001461,M,46-60 ans,Éleveur,Agriculture,Physique,Actif,2024-05-22
1462,CUST-0001462,F,36-45 ans,Tailleur,Restauration,Physique,Actif,2023-03-20
1463,CUST-0001463,F,46-60 ans,Éleveur,Pêche,Physique,Actif,2018-05-21
1464,CUST-0001464,M,18-25 ans,Pêcheur,Artisanat,Physique,Actif,2017-08-02
1465,CUST-0001465,M,18-25 ans,Mécanicien,Administration,Moral,Actif,2021-07-06
1466,CUST-0001466,M,26-35 ans,Infirmier,Santé,Physique,Actif,2023-06-03
1467,CUST-0001467,M,60 ans et plus,Agent public,Commerce,Physique,En veille,2022-11-18
1468,CUST-0001468,M,26-35 ans,Artisan,Élevage,Physique,Actif,2020-11-11
1469,CUST-0001469,M,18-25 ans,Artisan,Commerce,Physique,Actif,2017-04-19
1470,CUST-0001470,F,60 ans et plus,Étudiant,Santé,Physique,Actif,2023-07-30
1471,CUST-0001471,F,46-60 ans,Médecin,Informel,Association,Actif,2026-05-23
1472,CUST-0001472,F,46-60 ans,Tailleur,BTP,Physique,Actif,2020-07-20
1473,CUST-0001473,M,46-60 ans,Chauffeur,Transport,Physique,Actif,2019-03-14
1474,CUST-0001474,F,18-25 ans,Étudiant,Restauration,Physique,Actif,2017-10-21
1475,CUST-0001475,M,46-60 ans,Chauffeur,Distribution,Physique,En veille,2022-12-09
1476,CUST-0001476,F,46-60 ans,Médecin,Santé,Physique,Actif,2023-12-07
1477,CUST-0001477,M,26-35 ans,Chauffeur,Santé,Moral,Actif,2026-03-05
1478,CUST-0001478,M,36-45 ans,Vendeur,Artisanat,Physique,Actif,2026-05-23
1479,CUST-0001479,F,26-35 ans,Enseignant,Élevage,Physique,Actif,2020-02-06
1480,CUST-0001480,F,46-60 ans,Vendeur,Restauration,Physique,Actif,2024-09-17
1481,CUST-0001481,F,36-45 ans,Pêcheur,Distribution,Physique,Actif,2017-09-30
1482,CUST-0001482,F,26-35 ans,Agent public,Administration,Moral,Actif,2021-09-15
1483,CUST-0001483,M,60 ans et plus,Pêcheur,Commerce,Physique,Actif,2018-10-04
1484,CUST-0001484,M,18-25 ans,Enseignant,Distribution,Physique,Actif,2017-08-06
1485,CUST-0001485,F,26-35 ans,Médecin,Informel,Physique,Actif,2019-09-29
1486,CUST-0001486,F,46-60 ans,Restauratrice,Élevage,Physique,Actif,2019-12-16
1487,CUST-0001487,F,46-60 ans,Mécanicien,Restauration,Physique,Actif,2024-05-05
1488,CUST-0001488,F,18-25 ans,Restauratrice,Transport,Physique,Actif,2018-04-06
1489,CUST-0001489,M,26-35 ans,Coiffeur,Transport,Moral,Actif,2022-07-29
1490,CUST-0001490,M,36-45 ans,Artisan,Éducation,Physique,Actif,2017-05-15
1491,CUST-0001491,M,46-60 ans,Commerçant,Transport,Physique,Actif,2018-05-06
1492,CUST-0001492,M,46-60 ans,Restauratrice,Technologie,Physique,Actif,2021-09-19
1493,CUST-0001493,F,46-60 ans,Étudiant,Agriculture,Association,Actif,2024-09-20
1494,CUST-0001494,M,46-60 ans,Informaticien,Technologie,Physique,Actif,2025-09-04
1495,CUST-0001495,M,36-45 ans,Artisan,Artisanat,Physique,En veille,2026-05-14
1496,CUST-0001496,M,36-45 ans,Enseignant,Pêche,Physique,Actif,2023-02-04
1497,CUST-0001497,M,18-25 ans,Enseignant,Services,Physique,Actif,2021-04-28
1498,CUST-0001498,M,46-60 ans,Pêcheur,Santé,Physique,Actif,2021-12-11
1499,CUST-0001499,M,60 ans et plus,Coiffeur,Artisanat,Physique,Actif,2023-12-17
1500,CUST-0001500,M,60 ans et plus,Mécanicien,Restauration,Physique,Actif,2020-03-25
1501,CUST-0001501,M,36-45 ans,Enseignant,Commerce,Physique,Actif,2020-11-05
1502,CUST-0001502,F,26-35 ans,Agriculteur,BTP,Physique,Actif,2021-06-27
1503,CUST-0001503,F,18-25 ans,Étudiant,Technologie,Physique,En veille,2023-01-09
1504,CUST-0001504,M,60 ans et plus,Tailleur,Artisanat,Moral,Actif,2018-09-26
1505,CUST-0001505,M,46-60 ans,Chauffeur,Transport,Physique,Actif,2018-06-01
1506,CUST-0001506,M,18-25 ans,Vendeur,Agriculture,Physique,Actif,2022-11-17
1507,CUST-0001507,M,18-25 ans,Commerçant,Informel,Physique,En veille,2019-12-12
1508,CUST-0001508,F,36-45 ans,Commerçant,BTP,Physique,Actif,2017-12-08
1509,CUST-0001509,M,36-45 ans,Infirmier,Éducation,Physique,Actif,2017-07-06
1510,CUST-0001510,M,18-25 ans,Éleveur,Informel,Physique,Suspendu,2018-03-31
1511,CUST-0001511,M,26-35 ans,Entrepreneur,Services,Moral,Actif,2023-05-12
1512,CUST-0001512,M,60 ans et plus,Ménagère,Éducation,Moral,En veille,2021-06-23
1513,CUST-0001513,M,18-25 ans,Chauffeur,Informel,Physique,Suspendu,2019-08-11
1514,CUST-0001514,M,36-45 ans,Éleveur,Administration,Physique,Actif,2021-08-14
1515,CUST-0001515,F,36-45 ans,Ménagère,Distribution,Physique,Actif,2018-12-17
1516,CUST-0001516,M,60 ans et plus,Pêcheur,Pêche,Physique,Suspendu,2023-04-12
1517,CUST-0001517,F,18-25 ans,Médecin,Transport,Moral,Actif,2017-10-30
1518,CUST-0001518,M,46-60 ans,Vendeur,Commerce,Physique,Actif,2019-06-13
1519,CUST-0001519,F,46-60 ans,Tailleur,Pêche,Physique,Actif,2017-07-26
1520,CUST-0001520,F,26-35 ans,Médecin,Services,Physique,En veille,2021-07-17
1521,CUST-0001521,M,36-45 ans,Vendeur,Agriculture,Physique,Actif,2026-02-05
1522,CUST-0001522,M,18-25 ans,Commerçant,Informel,Physique,Actif,2022-09-21
1523,CUST-0001523,M,46-60 ans,Fonctionnaire,Distribution,Physique,Actif,2022-09-10
1524,CUST-0001524,M,46-60 ans,Vendeur,Pêche,Physique,Actif,2026-04-04
1525,CUST-0001525,M,60 ans et plus,Mécanicien,Santé,Physique,Actif,2017-09-17
1526,CUST-0001526,F,36-45 ans,Tailleur,BTP,Moral,Actif,2021-11-14
1527,CUST-0001527,F,60 ans et plus,Ménagère,Commerce,Moral,Actif,2024-02-02
1528,CUST-0001528,F,26-35 ans,Coiffeur,Technologie,Physique,Suspendu,2021-02-18
1529,CUST-0001529,F,26-35 ans,Mécanicien,Administration,Physique,Actif,2023-07-10
1530,CUST-0001530,M,46-60 ans,Coiffeur,Restauration,Physique,Actif,2019-06-10
1531,CUST-0001531,F,46-60 ans,Médecin,Distribution,Physique,Suspendu,2022-02-06
1532,CUST-0001532,M,46-60 ans,Enseignant,BTP,Physique,Actif,2021-12-29
1533,CUST-0001533,M,46-60 ans,Informaticien,Agriculture,Moral,Actif,2024-05-25
1534,CUST-0001534,M,60 ans et plus,Agriculteur,Technologie,Physique,Actif,2018-11-23
1535,CUST-0001535,M,26-35 ans,Coiffeur,Informel,Physique,En veille,2020-03-16
1536,CUST-0001536,F,60 ans et plus,Mécanicien,Élevage,Physique,Actif,2022-03-16
1537,CUST-0001537,M,46-60 ans,Agent public,Administration,Physique,Suspendu,2020-05-01
1538,CUST-0001538,M,36-45 ans,Fonctionnaire,Commerce,Physique,Actif,2019-02-18
1539,CUST-0001539,F,60 ans et plus,Ménagère,Restauration,Physique,Actif,2022-07-02
1540,CUST-0001540,F,18-25 ans,Pêcheur,Pêche,Moral,Actif,2017-04-07
1541,CUST-0001541,F,18-25 ans,Éleveur,Services,Physique,Actif,2025-09-23
1542,CUST-0001542,F,36-45 ans,Restauratrice,Transport,Physique,Actif,2025-07-21
1543,CUST-0001543,F,26-35 ans,Informaticien,Artisanat,Physique,Actif,2025-11-29
1544,CUST-0001544,M,60 ans et plus,Infirmier,Administration,Physique,Actif,2021-06-22
1545,CUST-0001545,M,60 ans et plus,Coiffeur,Élevage,Physique,Actif,2022-03-10
1546,CUST-0001546,M,46-60 ans,Ménagère,Éducation,Moral,Actif,2018-04-17
1547,CUST-0001547,M,60 ans et plus,Restauratrice,Distribution,Moral,Actif,2025-08-08
1548,CUST-0001548,F,60 ans et plus,Éleveur,Technologie,Physique,Actif,2020-02-16
1549,CUST-0001549,M,46-60 ans,Éleveur,Éducation,Physique,En veille,2017-12-14
1550,CUST-0001550,M,36-45 ans,Informaticien,Services,Moral,Actif,2020-04-10
1551,CUST-0001551,M,36-45 ans,Pêcheur,Administration,Physique,Actif,2023-01-01
1552,CUST-0001552,F,26-35 ans,Mécanicien,Technologie,Moral,Actif,2024-02-05
1553,CUST-0001553,F,60 ans et plus,Vendeur,Transport,Physique,Actif,2025-08-12
1554,CUST-0001554,F,46-60 ans,Chauffeur,Santé,Physique,Actif,2018-03-06
1555,CUST-0001555,F,36-45 ans,Chauffeur,Agriculture,Physique,Actif,2017-09-06
1556,CUST-0001556,M,46-60 ans,Infirmier,Restauration,Physique,En veille,2022-02-04
1557,CUST-0001557,M,18-25 ans,Restauratrice,Distribution,Physique,Actif,2019-05-14
1558,CUST-0001558,F,46-60 ans,Enseignant,Administration,Physique,Actif,2020-08-26
1559,CUST-0001559,M,60 ans et plus,Artisan,Santé,Association,Actif,2019-12-06
1560,CUST-0001560,F,60 ans et plus,Fonctionnaire,Technologie,Physique,Actif,2025-07-20
1561,CUST-0001561,F,26-35 ans,Vendeur,Artisanat,Physique,Actif,2018-09-09
1562,CUST-0001562,M,36-45 ans,Entrepreneur,Technologie,Association,Actif,2021-05-03
1563,CUST-0001563,M,46-60 ans,Vendeur,Agriculture,Physique,Actif,2021-03-20
1564,CUST-0001564,F,26-35 ans,Artisan,Transport,Physique,Actif,2019-12-03
1565,CUST-0001565,M,26-35 ans,Éleveur,Pêche,Physique,Actif,2020-01-05
1566,CUST-0001566,F,46-60 ans,Mécanicien,Services,Physique,Actif,2025-12-06
1567,CUST-0001567,M,26-35 ans,Entrepreneur,Technologie,Physique,Actif,2026-04-01
1568,CUST-0001568,F,26-35 ans,Artisan,Artisanat,Physique,Actif,2023-06-05
1569,CUST-0001569,F,60 ans et plus,Étudiant,Élevage,Physique,Actif,2023-04-14
1570,CUST-0001570,F,60 ans et plus,Enseignant,Santé,Association,Actif,2020-06-12
1571,CUST-0001571,F,36-45 ans,Entrepreneur,Artisanat,Physique,En veille,2019-01-31
1572,CUST-0001572,M,60 ans et plus,Étudiant,Restauration,Physique,Actif,2020-08-17
1573,CUST-0001573,M,26-35 ans,Artisan,Transport,Physique,Actif,2020-11-03
1574,CUST-0001574,F,60 ans et plus,Entrepreneur,Restauration,Moral,Actif,2019-08-04
1575,CUST-0001575,M,26-35 ans,Entrepreneur,Commerce,Physique,Actif,2020-10-05
1576,CUST-0001576,M,46-60 ans,Infirmier,Informel,Physique,Actif,2024-06-06
1577,CUST-0001577,M,46-60 ans,Médecin,Distribution,Physique,Actif,2022-03-20
1578,CUST-0001578,M,36-45 ans,Vendeur,BTP,Physique,Actif,2025-02-07
1579,CUST-0001579,F,26-35 ans,Infirmier,Commerce,Physique,Actif,2025-07-13
1580,CUST-0001580,F,18-25 ans,Agent public,Administration,Association,En veille,2018-04-23
1581,CUST-0001581,F,60 ans et plus,Agriculteur,Santé,Moral,Actif,2023-12-10
1582,CUST-0001582,F,18-25 ans,Entrepreneur,Services,Physique,Actif,2023-03-08
1583,CUST-0001583,F,18-25 ans,Enseignant,Technologie,Physique,Actif,2018-09-24
1584,CUST-0001584,F,26-35 ans,Pêcheur,Agriculture,Association,Actif,2024-01-24
1585,CUST-0001585,M,46-60 ans,Étudiant,Élevage,Physique,Actif,2018-07-11
1586,CUST-0001586,M,36-45 ans,Agent public,Éducation,Physique,Actif,2026-05-19
1587,CUST-0001587,M,46-60 ans,Infirmier,Technologie,Physique,Actif,2025-02-18
1588,CUST-0001588,M,36-45 ans,Infirmier,Agriculture,Physique,Actif,2025-10-04
1589,CUST-0001589,F,46-60 ans,Chauffeur,Technologie,Physique,Actif,2019-10-18
1590,CUST-0001590,M,60 ans et plus,Ménagère,Restauration,Physique,Actif,2022-02-02
1591,CUST-0001591,F,46-60 ans,Artisan,Élevage,Physique,Actif,2020-07-18
1592,CUST-0001592,M,26-35 ans,Tailleur,Éducation,Physique,Actif,2023-12-25
1593,CUST-0001593,F,36-45 ans,Informaticien,Distribution,Physique,En veille,2023-08-28
1594,CUST-0001594,F,60 ans et plus,Pêcheur,Santé,Physique,Actif,2025-09-13
1595,CUST-0001595,M,60 ans et plus,Mécanicien,Restauration,Physique,Actif,2023-04-01
1596,CUST-0001596,F,46-60 ans,Étudiant,Administration,Physique,Actif,2020-02-03
1597,CUST-0001597,M,36-45 ans,Informaticien,Élevage,Physique,Suspendu,2018-11-21
1598,CUST-0001598,M,60 ans et plus,Entrepreneur,Informel,Moral,Actif,2023-08-30
1599,CUST-0001599,F,26-35 ans,Commerçant,Artisanat,Physique,Actif,2023-09-29
1600,CUST-0001600,M,26-35 ans,Restauratrice,Éducation,Physique,Actif,2026-05-02
1601,CUST-0001601,F,46-60 ans,Artisan,Technologie,Physique,Actif,2021-05-09
1602,CUST-0001602,M,36-45 ans,Tailleur,BTP,Physique,Actif,2018-09-20
1603,CUST-0001603,M,60 ans et plus,Ménagère,Informel,Physique,Actif,2021-12-05
1604,CUST-0001604,M,60 ans et plus,Enseignant,Services,Physique,Actif,2020-10-31
1605,CUST-0001605,M,26-35 ans,Agent public,Élevage,Physique,Actif,2020-11-10
1606,CUST-0001606,F,18-25 ans,Entrepreneur,Services,Physique,Actif,2021-07-18
1607,CUST-0001607,M,26-35 ans,Fonctionnaire,Élevage,Physique,Actif,2021-02-10
1608,CUST-0001608,M,46-60 ans,Artisan,Restauration,Physique,Actif,2021-12-06
1609,CUST-0001609,F,36-45 ans,Restauratrice,Pêche,Physique,En veille,2023-03-20
1610,CUST-0001610,M,60 ans et plus,Agent public,Artisanat,Physique,Actif,2017-08-21
1611,CUST-0001611,M,46-60 ans,Médecin,Élevage,Physique,Actif,2017-04-16
1612,CUST-0001612,M,26-35 ans,Infirmier,Services,Physique,Actif,2024-11-30
1613,CUST-0001613,M,46-60 ans,Pêcheur,Technologie,Moral,Actif,2022-01-31
1614,CUST-0001614,M,26-35 ans,Étudiant,Agriculture,Physique,Actif,2020-10-09
1615,CUST-0001615,M,26-35 ans,Mécanicien,Pêche,Association,En veille,2025-05-13
1616,CUST-0001616,M,60 ans et plus,Artisan,Élevage,Physique,Actif,2020-03-31
1617,CUST-0001617,M,26-35 ans,Médecin,Agriculture,Physique,Actif,2017-03-22
1618,CUST-0001618,M,60 ans et plus,Enseignant,Transport,Physique,Actif,2019-01-26
1619,CUST-0001619,F,46-60 ans,Mécanicien,Administration,Physique,Actif,2020-09-08
1620,CUST-0001620,M,60 ans et plus,Enseignant,Commerce,Physique,En veille,2026-03-25
1621,CUST-0001621,F,36-45 ans,Mécanicien,Transport,Physique,Suspendu,2026-02-14
1622,CUST-0001622,F,18-25 ans,Agent public,Technologie,Physique,Actif,2023-08-08
1623,CUST-0001623,F,26-35 ans,Coiffeur,Administration,Physique,Actif,2021-04-07
1624,CUST-0001624,M,46-60 ans,Entrepreneur,Informel,Physique,Actif,2021-02-04
1625,CUST-0001625,M,18-25 ans,Médecin,Informel,Physique,Actif,2023-06-08
1626,CUST-0001626,M,26-35 ans,Agent public,BTP,Physique,Actif,2021-03-30
1627,CUST-0001627,F,36-45 ans,Enseignant,Restauration,Moral,Actif,2020-09-16
1628,CUST-0001628,M,18-25 ans,Agent public,Transport,Physique,Actif,2017-01-31
1629,CUST-0001629,M,36-45 ans,Fonctionnaire,Éducation,Physique,Actif,2018-01-08
1630,CUST-0001630,F,46-60 ans,Infirmier,Artisanat,Physique,Actif,2024-08-04
1631,CUST-0001631,M,60 ans et plus,Artisan,Pêche,Physique,Actif,2026-01-14
1632,CUST-0001632,M,26-35 ans,Pêcheur,Informel,Association,Suspendu,2021-05-31
1633,CUST-0001633,F,36-45 ans,Artisan,Élevage,Physique,Actif,2025-05-16
1634,CUST-0001634,F,60 ans et plus,Chauffeur,Distribution,Physique,Actif,2017-08-24
1635,CUST-0001635,M,46-60 ans,Artisan,Élevage,Moral,Actif,2022-10-29
1636,CUST-0001636,M,46-60 ans,Enseignant,Commerce,Physique,Actif,2022-03-13
1637,CUST-0001637,M,60 ans et plus,Vendeur,Administration,Physique,Actif,2022-08-18
1638,CUST-0001638,M,60 ans et plus,Chauffeur,Santé,Physique,Actif,2018-02-20
1639,CUST-0001639,M,46-60 ans,Artisan,Agriculture,Physique,Actif,2025-09-01
1640,CUST-0001640,M,60 ans et plus,Artisan,Distribution,Association,Actif,2023-12-05
1641,CUST-0001641,F,60 ans et plus,Étudiant,Commerce,Physique,Actif,2020-01-26
1642,CUST-0001642,M,60 ans et plus,Coiffeur,Artisanat,Physique,Actif,2021-05-21
1643,CUST-0001643,M,46-60 ans,Pêcheur,Distribution,Moral,Actif,2017-07-24
1644,CUST-0001644,M,36-45 ans,Vendeur,Éducation,Physique,Actif,2018-03-06
1645,CUST-0001645,M,18-25 ans,Restauratrice,Technologie,Physique,En veille,2023-01-04
1646,CUST-0001646,M,46-60 ans,Pêcheur,Services,Physique,Actif,2025-08-05
1647,CUST-0001647,F,46-60 ans,Commerçant,BTP,Physique,Actif,2023-11-16
1648,CUST-0001648,F,46-60 ans,Fonctionnaire,Administration,Physique,Actif,2017-08-01
1649,CUST-0001649,M,46-60 ans,Artisan,Pêche,Physique,Actif,2018-09-09
1650,CUST-0001650,F,18-25 ans,Agent public,Élevage,Physique,Actif,2022-10-13
1651,CUST-0001651,M,36-45 ans,Médecin,BTP,Physique,Actif,2025-03-18
1652,CUST-0001652,F,36-45 ans,Ménagère,Informel,Physique,Actif,2018-03-06
1653,CUST-0001653,F,46-60 ans,Tailleur,Restauration,Physique,Actif,2023-09-11
1654,CUST-0001654,F,46-60 ans,Agent public,Services,Physique,Suspendu,2023-01-17
1655,CUST-0001655,M,60 ans et plus,Médecin,Commerce,Physique,Actif,2023-02-09
1656,CUST-0001656,M,46-60 ans,Étudiant,Informel,Physique,Suspendu,2024-07-16
1657,CUST-0001657,M,26-35 ans,Vendeur,Transport,Physique,Actif,2019-08-26
1658,CUST-0001658,F,60 ans et plus,Éleveur,Administration,Physique,Actif,2022-02-02
1659,CUST-0001659,F,60 ans et plus,Agent public,Technologie,Physique,Actif,2022-07-24
1660,CUST-0001660,M,60 ans et plus,Fonctionnaire,Services,Physique,Actif,2024-09-15
1661,CUST-0001661,M,60 ans et plus,Enseignant,Agriculture,Physique,Actif,2022-02-04
1662,CUST-0001662,M,26-35 ans,Tailleur,Distribution,Physique,Actif,2017-01-24
1663,CUST-0001663,M,26-35 ans,Ménagère,Pêche,Physique,Actif,2023-06-13
1664,CUST-0001664,M,36-45 ans,Artisan,Administration,Physique,Actif,2023-10-19
1665,CUST-0001665,F,46-60 ans,Artisan,Transport,Physique,Actif,2025-02-19
1666,CUST-0001666,F,60 ans et plus,Agent public,Élevage,Association,En veille,2024-07-08
1667,CUST-0001667,F,46-60 ans,Agriculteur,Commerce,Moral,Actif,2025-01-09
1668,CUST-0001668,M,60 ans et plus,Pêcheur,Santé,Physique,Actif,2022-12-09
1669,CUST-0001669,M,60 ans et plus,Vendeur,Administration,Physique,Actif,2018-08-18
1670,CUST-0001670,F,26-35 ans,Infirmier,Services,Physique,Actif,2021-09-30
1671,CUST-0001671,M,18-25 ans,Coiffeur,Transport,Physique,Suspendu,2020-10-14
1672,CUST-0001672,M,60 ans et plus,Éleveur,BTP,Physique,Actif,2026-01-14
1673,CUST-0001673,F,46-60 ans,Mécanicien,Restauration,Physique,Actif,2018-06-25
1674,CUST-0001674,M,46-60 ans,Éleveur,Services,Physique,Actif,2026-05-20
1675,CUST-0001675,M,46-60 ans,Commerçant,Transport,Physique,Suspendu,2024-09-14
1676,CUST-0001676,M,26-35 ans,Agent public,Informel,Physique,Actif,2024-08-29
1677,CUST-0001677,F,26-35 ans,Entrepreneur,Élevage,Physique,Actif,2025-10-27
1678,CUST-0001678,M,26-35 ans,Entrepreneur,Administration,Moral,Actif,2017-03-08
1679,CUST-0001679,M,46-60 ans,Pêcheur,Informel,Physique,Actif,2019-05-08
1680,CUST-0001680,F,46-60 ans,Restauratrice,BTP,Physique,Actif,2017-08-29
1681,CUST-0001681,M,36-45 ans,Médecin,Élevage,Physique,Actif,2021-05-21
1682,CUST-0001682,M,46-60 ans,Artisan,Agriculture,Physique,Actif,2019-06-06
1683,CUST-0001683,F,36-45 ans,Médecin,Artisanat,Physique,En veille,2022-08-27
1684,CUST-0001684,F,18-25 ans,Commerçant,Informel,Physique,Actif,2023-08-21
1685,CUST-0001685,F,18-25 ans,Informaticien,Agriculture,Physique,Actif,2021-01-25
1686,CUST-0001686,F,26-35 ans,Vendeur,Élevage,Physique,Actif,2024-12-11
1687,CUST-0001687,M,60 ans et plus,Agent public,Technologie,Physique,Actif,2020-03-18
1688,CUST-0001688,F,46-60 ans,Pêcheur,Éducation,Physique,Actif,2023-11-24
1689,CUST-0001689,M,36-45 ans,Chauffeur,Distribution,Association,Actif,2026-04-26
